Number, Order, Height, Timestamp, Address, Amount(Meer), TimeWeight, TotalLockAmount(Meer), profit(Meer)
41, 65859, 65846, 1634890147, Mmg746Tp5gyHZvpi4kdETv8A6Z7NtbEPn2z, 1, 5, 44597.97971000, 0.16532181
42, 65919, 65906, 1634891863, MmgQBFaZbmUxP5KjFYewb6NdWhgdj3nbtn2, 1100, 5, 45697.97971000, 181.85399964
43, 66144, 66131, 1634899529, MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY, 1, 5, 45698.97971000, 0.16532181
44, 66307, 66294, 1634904345, MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ, 50, 5, 45748.97971000, 8.26609089
45, 66364, 66351, 1634905546, MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT, 1000, 5, 46748.97971000, 165.32181785
46, 66376, 66363, 1634905808, MmUesAcpTHzDwjkCsMtLRBrPMaEddC32u9o, 386, 5, 47134.97971000, 63.81422169
47, 68269, 68256, 1634962932, MmT1X5ekNjv683YckV8eLwTohr2KmoFHnw9, 79.8, 5, 47214.77971000, 13.19268106
48, 68306, 68293, 1634964094, MmcXsT3NSAyQmmacrBuYtUeMH3pqiYABCpC, 500, 5, 47714.77971000, 82.66090892
49, 71618, 71605, 1635063687, MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY, 40, 5, 47754.77971000, 6.61287271
50, 72389, 72376, 1635086323, MmSVtzp25G3PRsc2VYvJ1baogPHV2aKSG72, 100, 5, 47854.77971000, 16.53218178
51, 72402, 72389, 1635086754, MmQeu2Qij8j37gu3qN21hxgG1k1p4XNFBEe, 300, 5, 48154.77971000, 49.59654535
52, 72778, 72765, 1635098676, MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A, 2000, 5, 50154.77971000, 330.64363571
53, 74695, 74682, 1635155850, MmaSnnD6Gqtfk6Y1Wphz5UCm9sZMv2JA3tw, 997.9, 5, 51152.67971000, 164.97464204
54, 74705, 74692, 1635156024, MmiiH3JnJNmCF4BrazeQdFoR17c9EwodBQY, 349, 5, 51501.67971000, 57.69731443
55, 74838, 74825, 1635160534, MmbScLjRvv2sxsj8YNkHHRkQfZ6kofKt5Xx, 215, 5, 51716.67971000, 35.54419083
56, 75190, 75177, 1635171338, MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm, 5.6, 5, 51722.27971000, 0.92580218
57, 76190, 76177, 1635201927, MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT, 1000, 5, 52722.27971000, 165.32181785
58, 76807, 76794, 1635219999, MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ, 50, 5, 52772.27971000, 8.26609089
59, 76888, 76875, 1635222654, Mmg746Tp5gyHZvpi4kdETv8A6Z7NtbEPn2z, 100, 5, 52872.27971000, 16.53218178
60, 76918, 76905, 1635223497, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 30, 5, 52902.27971000, 4.95965453
61, 76929, 76916, 1635223711, MmPSfMfM497JC2h5Gyf63d4dfdnC4x5LkAw, 50, 5, 52952.27971000, 8.26609089
62, 76951, 76938, 1635224500, MmSXTLNDuyNULDhhzb3JoxgJMjDtGSfGjER, 990, 5, 53942.27971000, 163.66859967
63, 76955, 76942, 1635224588, Mmhjd2RwQzbmXzKjvDXNU6Hs4GWWCGhKBYD, 500, 5, 54442.27971000, 82.66090892
64, 77035, 77022, 1635226345, MmSVtzp25G3PRsc2VYvJ1baogPHV2aKSG72, 100, 5, 54542.27971000, 16.53218178
65, 77258, 77245, 1635233170, MmbJFjKtJWEL4MiGs5qAokSuvqbzt3LxbZF, 1000, 5, 55542.27971000, 165.32181785
66, 77700, 77687, 1635246813, MmdiMnhsqFrzTCHz5gBtW1a31HcH5pmjKrm, 2000, 5, 57542.27971000, 330.64363571
67, 79112, 79099, 1635289129, MmdUYVcpbZviqhfmpECjibiahC7D9bhEMpg, 53, 5, 57595.27971000, 8.76205634
68, 79545, 79532, 1635301989, MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm, 100, 5, 57695.27971000, 16.53218178
69, 80177, 80164, 1635320446, MmTRRA5a137nWC2khc7sxhiVtct5CkFNw3C, 998, 5, 58693.27971000, 164.99117422
70, 80184, 80171, 1635320750, MmhBhtMpDLTGGtHVUrbLSTF8Mb5eJSeW43K, 3999, 5, 62692.27971000, 661.12194961
71, 80190, 80177, 1635321145, MmT1X5ekNjv683YckV8eLwTohr2KmoFHnw9, 600, 5, 63292.27971000, 99.19309071
72, 80483, 80470, 1635330222, MmSaC2ZDSmiyCgtwZz7SMWbeVDHAwoTcBuU, 1000, 5, 64292.27971000, 165.32181785
73, 80686, 80673, 1635336425, MmSaC2ZDSmiyCgtwZz7SMWbeVDHAwoTcBuU, 1000, 5, 65292.27971000, 165.32181785
74, 80991, 80978, 1635345551, MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY, 10, 5, 65302.27971000, 1.65321817
75, 82384, 82371, 1635387833, MmUuqa23qDSPPUunvd79ZGpGPXhnoLWxoca, 1000, 5, 66302.27971000, 165.32181785
76, 82576, 82563, 1635393791, MmNdAwL39BsnL1HJHGoNYHGWFQAgVNVwJNU, 9987, 5, 76289.27971000, 1651.06899494
77, 82593, 82580, 1635394208, MmNviYQthctB9tmME78AW2nprJCCpqTptw7, 652.2, 5, 76941.47971000, 107.82288960
78, 82695, 82682, 1635397273, MmbEd9eFQjwRrKprKadaUnMMkg3SYA3eAmV, 20, 5, 76961.47971000, 3.30643635
79, 83739, 83726, 1635428475, Mma84KVNJ1GH79uswDCyc5rUijzbrErD15q, 2500, 5, 79461.47971000, 413.30454464
80, 83774, 83761, 1635429679, MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ, 25, 5, 79486.47971000, 4.13304544
81, 83776, 83763, 1635429753, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 20, 5, 79506.47971000, 3.30643635
82, 84069, 84056, 1635437957, MmSv1BDDfPsixGCntDqKPcMBYZ3qdCoTQzy, 999.99, 5, 80506.46971000, 165.32016463
83, 84080, 84067, 1635438423, MmQqwwALVWhzUf8cE1jo82Uhc314Kw3Pdvv, 999.99, 5, 81506.45971000, 165.32016463
84, 85048, 85035, 1635467960, MmLXRs8JydQ839KGsJrQuBQCa9eqKVxKbbW, 500.0002425, 5, 82006.45995250, 82.66094901
85, 85543, 85530, 1635483362, Mmf6sxKjvFZnwmjvEFw8D5T1Je1PD5L781y, 495, 5, 82501.45995250, 81.83429983
86, 85698, 85685, 1635487299, MmiLiuSNEfU1zZjhc3Xnhp9uZwdEMXg5KQK, 499, 5, 83000.45995250, 82.49558711
87, 85792, 85779, 1635490726, MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ, 40, 5, 83040.45995250, 6.61287271
88, 85885, 85872, 1635493315, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 7, 5, 83047.45995250, 1.15725272
89, 85918, 85905, 1635494452, MmenZK4YVvXK1qaTZ7JQY7WgQ8CnWLWYSQs, 1000, 5, 84047.45995250, 165.32181785
90, 85944, 85931, 1635495443, MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm, 400, 5, 84447.45995250, 66.12872714
91, 86133, 86120, 1635500577, Mmbyn3QvdrQZChT2QNbaZQxNFccpToz2inE, 1000, 5, 85447.45995250, 165.32181785
92, 86273, 86260, 1635504810, MmPR1ctxF2sVNKQwEcg4xv1A221WN8c8q18, 300, 5, 85747.45995250, 49.59654535
93, 86338, 86325, 1635506966, MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ, 2000, 5, 87747.45995250, 330.64363571
94, 86497, 86484, 1635511668, MmgGhzPY9zrdt1DNsf1dEWFyv6veSrVK5D7, 943.235, 5, 88690.69495250, 155.93732486
95, 86497, 86484, 1635511748, MmiiH3JnJNmCF4BrazeQdFoR17c9EwodBQY, 1000, 5, 89690.69495250, 165.32181785
96, 86513, 86500, 1635512161, MmeFSkDfiY76fqEKmdMjNumPCmxU7q7xQRX, 500, 5, 90190.69495250, 82.66090892
97, 86564, 86551, 1635513830, MmfjeaNYhXw41HSCWM4MukFKhfYYhsUe86S, 800, 5, 90990.69495250, 132.25745428
98, 87888, 87875, 1635557280, MmdUYVcpbZviqhfmpECjibiahC7D9bhEMpg, 500, 5, 91490.69495250, 82.66090892
99, 87926, 87913, 1635560652, MmenZK4YVvXK1qaTZ7JQY7WgQ8CnWLWYSQs, 999, 5, 92489.69495250, 165.15649603
100, 87961, 87948, 1635562453, MmYZmCD5WojVusAfFsnBs4SLVQjuJKikoNW, 309, 5, 92798.69495250, 51.08444171
101, 88232, 88219, 1635568645, MmVHRG61sCUVbrwXCiTDLP7Npp3LSvBBPjU, 299, 5, 93097.69495250, 49.43122353
102, 88330, 88317, 1635571117, MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ, 500, 5, 93597.69495250, 82.66090892
103, 88349, 88336, 1635571805, MmZK62ew7q6LXs8bdrtspTd9z2Dw4mhTs81, 123, 5, 93720.69495250, 20.33458359
104, 88355, 88342, 1635572103, MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p, 50, 5, 93770.69495250, 8.26609089
105, 88635, 88622, 1635580838, MmefBoxbSgopsKZgzCfPp7JdbfNki3Kx9Q3, 300, 5, 94070.69495250, 49.59654535
106, 88993, 88980, 1635591271, MmTA7j1Jvm9eKpLYXocwKvQsJ9BBp2X8a4j, 2000, 5, 96070.69495250, 330.64363571
107, 89165, 89152, 1635593412, MmQKu9HbTos6gD4wR2deErWTXdjR55vM3Sp, 200, 5, 96270.69495250, 33.06436357
108, 89166, 89153, 1635593440, MmXhimpYtVC62sPEHGEipmRct4WUPJab4rK, 200, 5, 96470.69495250, 33.06436357
109, 89367, 89354, 1635600653, MmYZ2kMr3teFLN8JKFrsSPuZN8yyB7brwSB, 1000, 5, 97470.69495250, 165.32181785
110, 89634, 89621, 1635608619, MmchK5bsiUcKMjkuiS48fNjEMSFuu4qYhk8, 1000, 5, 98470.69495250, 165.32181785
111, 90482, 90469, 1635633859, MmbEd9eFQjwRrKprKadaUnMMkg3SYA3eAmV, 40, 5, 98510.69495250, 6.61287271
112, 90727, 90714, 1635641791, Mmef8RgJvePP9JxGcfjfTQJNwXnfDabkgkF, 200, 5, 98710.69495250, 33.06436357
113, 90785, 90772, 1635643728, Mmg72YV8bZZDTSs34rC6MCmfarqXTKLkJXx, 2, 5, 98712.69495250, 0.33064363
114, 90983, 90970, 1635653393, MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p, 5, 5, 98717.69495250, 0.82660908
115, 90992, 90979, 1635653694, MmVYoG5hQ5ANTvSb5y7LpzrXQf2d1e61qQr, 500, 5, 99217.69495250, 82.66090892
116, 91148, 91135, 1635657213, MmRoZpTtobGMyGSYd6mckwrou4s9YLbCdDG, 51.99, 5, 99269.68495250, 8.59508131
117, 91545, 91532, 1635668896, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 30, 5, 99299.68495250, 4.95965453
118, 91628, 91615, 1635671050, MmRQhCtZEgr1dksnbzHrEP2GVHrqhyb92wG, 68, 5, 99367.68495250, 11.24188361
119, 91654, 91641, 1635671961, MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ, 25, 5, 99392.68495250, 4.13304544
120, 92035, 92022, 1635683212, MmZRuWLvoQE8vm9RzEL7UaMKzjeMw3SmWtN, 100, 5, 99492.68495250, 16.53218178
121, 92486, 92473, 1635701203, MmdR4wFRXWCRbfAkTaNjk1vYSVLHwmSdhX5, 5.99, 5, 99498.67495250, 0.99027768
122, 93385, 93372, 1635726218, MmNCfHzG31GbZDS7abUEkbSt137ofFiVJqm, 24, 5, 99522.67495250, 3.96772362
123, 93444, 93431, 1635728039, MmQKu9HbTos6gD4wR2deErWTXdjR55vM3Sp, 150, 5, 99672.67495250, 24.79827267
124, 93721, 93708, 1635736532, MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p, 100, 5, 99772.67495250, 16.53218178
125, 93749, 93736, 1635737452, MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY, 10, 5, 99782.67495250, 1.65321817
126, 93822, 93809, 1635739848, Mmf6Ez1qWZtnfLjcDKFdom8URzcchgMBcnZ, 300, 5, 100082.67495250, 49.59654535
127, 93921, 93908, 1635741995, MmYYBxhPnd6UNrKy7hjHVHjFMLxMPhofKad, 1001, 5, 101083.67495250, 165.48713967
128, 93996, 93983, 1635744065, MmXmN6nX5o1FTZ4XXasJ82muY6mipjFrS8c, 110, 5, 101193.67495250, 18.18539996
129, 94043, 94030, 1635745715, MmNCXReEaFeMsFdBtrEqKqB1ryk5QLG7kMv, 4000, 5, 105193.67495250, 661.28727143
130, 94247, 94234, 1635751758, MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm, 142, 5, 105335.67495250, 23.47569813
131, 94311, 94298, 1635753743, MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A, 3000, 5, 108335.67495250, 495.96545357
132, 94311, 94298, 1635753744, MmUkWYis5XQhkKWhZ4uQPF9B8z5aY3vEAyw, 500, 5, 108835.67495250, 82.66090892
133, 94597, 94584, 1635761928, MmTcWSYjy6UeZHjR5mvWSLHfoTPvKxDdcQ5, 250, 5, 109085.67495250, 41.33045446
134, 94694, 94681, 1635764799, MmRkXg5qgLu2CcjKVLSvEHWY29FmY3iAkAM, 199.9, 5, 109285.57495250, 33.04783138
135, 94734, 94721, 1635766068, MmLiUeVuXFi8QB42W5ivcWmGDvEBKtCzikM, 64, 5, 109349.57495250, 10.58059634
136, 94982, 94969, 1635773282, MmgQWnwy8GoyCPeAXCKxf85kqa6Ma4fEvEr, 1000, 5, 110349.57495250, 165.32181785
137, 95010, 94997, 1635774132, MmQ3RFahCMqY56WuUWRcMtePj9tE4VAPnGC, 1000, 5, 111349.57495250, 165.32181785
138, 95013, 95000, 1635774209, MmQKGoz3GPgCEjVJaAiTMa5HEBoRtqEo2Yz, 1000, 5, 112349.57495250, 165.32181785
139, 95078, 95065, 1635775980, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 30, 5, 112379.57495250, 4.95965453
140, 95084, 95071, 1635776106, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 30, 5, 112409.57495250, 4.95965453
141, 95201, 95188, 1635780128, MmLUPq8HMfz8dk9P28dG86SoVXYjLJ8weGu, 100, 5, 112509.57495250, 16.53218178
142, 96650, 96637, 1635823715, Mmh5rrz6yT73tggL2oZnNusWwvLhDowg5XL, 100, 5, 112609.57495250, 16.53218178
143, 96903, 96890, 1635830414, MmiLiuSNEfU1zZjhc3Xnhp9uZwdEMXg5KQK, 251, 5, 112860.57495250, 41.49577628
144, 96916, 96903, 1635830760, MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY, 100, 5, 112960.57495250, 16.53218178
145, 96925, 96912, 1635831130, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 30, 5, 112990.57495250, 4.95965453
146, 96983, 96970, 1635833705, MmazENqv1mU9sy3C3VgKNUiVKAi2ewyZWiE, 499.99, 5, 113490.56495250, 82.65925571
147, 97968, 97955, 1635862222, MmchK5bsiUcKMjkuiS48fNjEMSFuu4qYhk8, 2000, 5, 115490.56495250, 330.64363571
148, 98006, 97993, 1635863456, Mmdhq6FjRPwqhCs9kmaUqZMmWpHc4Ue9szz, 300, 5, 115790.56495250, 49.59654535
149, 98446, 98433, 1635876594, MmKyXQezZsz2MfHfojkJeuxhPKd2Cyy96L6, 500, 5, 116290.56495250, 82.66090892
150, 99441, 99428, 1635906703, MmYvVNquDGNv3fiUa6edJda3oFib6TQwWty, 485, 5, 116775.56495250, 80.18108166
151, 99515, 99502, 1635908897, MmNFV8WgmxHNCTApT2rWYB5bf9YFMPsgQTr, 133, 5, 116908.56495250, 21.98780177
152, 99605, 99592, 1635911938, MmVsfChfXVWULSrZUpH5BrZ76uDuQa9Wn5T, 40, 5, 116948.56495250, 6.61287271
153, 99963, 99950, 1635922213, MmXmN6nX5o1FTZ4XXasJ82muY6mipjFrS8c, 7, 5, 116955.56495250, 1.15725272
154, 100005, 99992, 1635923639, MmRE1R5jU7u6vFb8CwULBDVrZwM8Mrt3X8T, 14, 5, 116969.56495250, 2.31450545
155, 100202, 100189, 1635929579, MmRxoD9f57jDexnzoYXB8wQDZ5BiB2Y5J4e, 200, 5, 117169.56495250, 33.06436357
156, 100430, 100417, 1635936408, MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm, 56, 5, 117225.56495250, 9.25802180
157, 100723, 100710, 1635945203, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 30, 5, 117255.56495250, 4.95965453
158, 101070, 101057, 1635955847, MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye, 355, 5, 117610.56495250, 58.68924533
159, 102382, 102369, 1636001255, MmiLiuSNEfU1zZjhc3Xnhp9uZwdEMXg5KQK, 450, 5, 118060.56495250, 74.39481803
160, 102678, 102665, 1636010714, MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A, 3000, 5, 121060.56495250, 495.96545357
161, 102683, 102670, 1636010925, MmRADFuFtL9oGty49b4GopUqri18az7KJ1k, 3000, 5, 124060.56495250, 495.96545357
162, 102910, 102897, 1636017629, MmcRuyxwEhepu1BxMqmXGtNwQynWjAfKXHY, 400, 5, 124460.56495250, 66.12872714
163, 102989, 102976, 1636020393, MmRkXg5qgLu2CcjKVLSvEHWY29FmY3iAkAM, 805, 5, 125265.56495250, 133.08406337
164, 103013, 103000, 1636021132, MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY, 205, 5, 125470.56495250, 33.89097266
165, 103148, 103135, 1636024628, Mmef8RgJvePP9JxGcfjfTQJNwXnfDabkgkF, 100, 5, 125570.56495250, 16.53218178
166, 103435, 103422, 1636034147, MmT1X5ekNjv683YckV8eLwTohr2KmoFHnw9, 51, 5, 125621.56495250, 8.43141271
167, 103554, 103541, 1636036691, MmPfeotwhUgedX2vCRxYECWKwb7xJJ45AxA, 10000, 5, 135621.56495250, 1653.21817857
168, 103557, 103544, 1636036767, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 30, 5, 135651.56495250, 4.95965453
169, 103565, 103552, 1636037086, MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ, 100, 5, 135751.56495250, 16.53218178
170, 103598, 103585, 1636038194, MmdjjVhp5NNfoHmXc9muaywr5FiaswdGfMt, 99, 5, 135850.56495250, 16.36685996
171, 104837, 104824, 1636075637, MmYZ2kMr3teFLN8JKFrsSPuZN8yyB7brwSB, 800, 5, 136650.56495250, 132.25745428
172, 104856, 104843, 1636076236, MmaHf7YgjMZD5f98iqPrtTQJaenAYU6hU5C, 450, 5, 137100.56495250, 74.39481803
173, 105178, 105165, 1636085999, MmSZ8gNwhGK9aBdQf63ByekBeQvtJFBaNZf, 99, 5, 137199.56495250, 16.36685996
174, 105278, 105265, 1636088914, MmUFckCtS2zjANB3aA1sEJkzjqvyBrxdSjm, 3999, 5, 141198.56495250, 661.12194961
175, 105289, 105276, 1636089120, MmSXTLNDuyNULDhhzb3JoxgJMjDtGSfGjER, 1760, 5, 142958.56495250, 290.96639942
176, 105958, 105945, 1636109211, MmgQBFaZbmUxP5KjFYewb6NdWhgdj3nbtn2, 2600, 5, 145558.56495250, 429.83672643
177, 105969, 105956, 1636109526, MmgwnFVpwJrf86eQpWB6L3xrVfWfuLREffM, 208, 5, 145766.56495250, 34.38693811
178, 106002, 105989, 1636110703, MmYZ2kMr3teFLN8JKFrsSPuZN8yyB7brwSB, 200, 5, 145966.56495250, 33.06436357
179, 106081, 106068, 1636113220, MmaQLR8hdA2t4Qi61pKjyg3qfkFdZGKxwbF, 1000, 5, 146966.56495250, 165.32181785
180, 106141, 106128, 1636115188, MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p, 50, 5, 147016.56495250, 8.26609089
181, 106219, 106206, 1636117719, MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm, 51.816, 5, 147068.38095250, 8.56631531
182, 106400, 106387, 1636122694, MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm, 45.451, 5, 147113.83195250, 7.51404194
183, 106781, 106768, 1636134439, MmgQBFaZbmUxP5KjFYewb6NdWhgdj3nbtn2, 4600, 5, 151713.83195250, 760.48036214
184, 107526, 107513, 1636156860, MmgQWnwy8GoyCPeAXCKxf85kqa6Ma4fEvEr, 500, 5, 152213.83195250, 82.66090892
185, 107529, 107516, 1636156981, MmaHf7YgjMZD5f98iqPrtTQJaenAYU6hU5C, 200, 5, 152413.83195250, 33.06436357
186, 108267, 108254, 1636178445, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 40, 4, 152453.83195250, 5.29029817
187, 108348, 108335, 1636181548, MmcsGFC6KgG3JYq41jVQnumtnxy4Ygp2bkk, 500, 4, 152953.83195250, 66.12872714
188, 108412, 108399, 1636183723, MmcsGFC6KgG3JYq41jVQnumtnxy4Ygp2bkk, 1200, 4, 154153.83195250, 158.70894514
189, 108519, 108506, 1636186195, MmRoZpTtobGMyGSYd6mckwrou4s9YLbCdDG, 150, 4, 154303.83195250, 19.83861814
190, 108988, 108975, 1636200997, MmS7bQcM6yDKc5UrynFZcN9RxSPiCZLBiFy, 3000, 4, 157303.83195250, 396.77236285
191, 108991, 108978, 1636201192, MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ, 100, 4, 157403.83195250, 13.22574542
192, 109202, 109189, 1636207411, MmNkqvsAXgRhqZat549yoDzFxeFjYc1AEhE, 149, 4, 157552.83195250, 19.70636068
193, 110439, 110426, 1636246761, MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye, 50, 4, 157602.83195250, 6.61287271
