number, order, height, timestamp, address, amount(Meer), TimeWeight, TotalLockAmount(Meer), profit(Meer)
39, 68305, 68292, 1634964081, MmcXsT3NSAyQmmacrBuYtUeMH3pqiYABCpC, 500, 2, 90262.50000000, 129.21916591
40, 71618, 71605, 1635063653, MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY, 40, 2, 90302.50000000, 10.33753327
41, 71872, 71859, 1635072147, MmgSuw7uHMZves6K5UAE6wL1niMENMxGXge, 1000, 2, 91302.50000000, 258.43833182
42, 71893, 71880, 1635072606, MmgSuw7uHMZves6K5UAE6wL1niMENMxGXge, 999, 2, 92301.50000000, 258.17989348
43, 72385, 72372, 1635086209, MmSVtzp25G3PRsc2VYvJ1baogPHV2aKSG72, 100, 1, 92401.50000000, 12.92191659
44, 72397, 72384, 1635086472, MmQeu2Qij8j37gu3qN21hxgG1k1p4XNFBEe, 300, 1, 92701.50000000, 38.76574977
45, 72600, 72587, 1635092692, MmTQPrthUmF5xbuwNQs4aCKq9AbvuTaAJiC, 0.0007, 1, 92701.50070000, 0.00009045
46, 73501, 73488, 1635120051, MmNCXReEaFeMsFdBtrEqKqB1ryk5QLG7kMv, 1000, 1, 93701.50070000, 129.21916591
47, 74835, 74822, 1635160421, MmbScLjRvv2sxsj8YNkHHRkQfZ6kofKt5Xx, 200, 1, 93901.50070000, 25.84383318
48, 75167, 75154, 1635170461, MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm, 5, 1, 93906.50070000, 0.64609582
49, 76894, 76881, 1635222774, MmUesAcpTHzDwjkCsMtLRBrPMaEddC32u9o, 1000, 1, 94906.50070000, 129.21916591
50, 76895, 76882, 1635222846, MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT, 999, 1, 95905.50070000, 129.08994674
51, 76906, 76893, 1635223179, MmUesAcpTHzDwjkCsMtLRBrPMaEddC32u9o, 1000, 1, 96905.50070000, 129.21916591
52, 76963, 76950, 1635224724, Mmhjd2RwQzbmXzKjvDXNU6Hs4GWWCGhKBYD, 499, 1, 97404.50070000, 64.48036378
53, 78130, 78117, 1635259541, Mme6P5vfTQ2KwuDEwhEHbuBmyCRtCJt9jFi, 1000, 1, 98404.50070000, 129.21916591
54, 79131, 79118, 1635289751, MmS7bQcM6yDKc5UrynFZcN9RxSPiCZLBiFy, 999.9, 1, 99404.40070000, 129.20624399
55, 80196, 80183, 1635321325, MmT1X5ekNjv683YckV8eLwTohr2KmoFHnw9, 671, 1, 100075.40070000, 86.70606032
56, 80908, 80895, 1635343049, MmNL3fqDmxo89C1eMTp5zfWPmmVJG87z32t, 2.999, 1, 100078.39970000, 0.38752827
57, 80988, 80975, 1635345513, MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY, 10, 1, 100088.39970000, 1.29219165
58, 82478, 82465, 1635390652, MmYkY79iP3zScFZ2jFp5zXTKW7MstRwYmEo, 2.9, 1, 100091.29970000, 0.37473558
59, 82627, 82614, 1635395567, MmbEd9eFQjwRrKprKadaUnMMkg3SYA3eAmV, 30, 1, 100121.29970000, 3.87657497
60, 82632, 82619, 1635395715, MmZb2pxDQtYY5QCD69dx43rM3d5JPdTjbCn, 1266, 1, 101387.29970000, 163.59146404
61, 82638, 82625, 1635395906, MmVYoG5hQ5ANTvSb5y7LpzrXQf2d1e61qQr, 100, 1, 101487.29970000, 12.92191659
62, 82920, 82907, 1635404134, MmWQ154JfrGbFW1KrjPVrPetr7X9DDvToqy, 132.56219685, 1, 101619.86189685, 17.12957650
63, 83021, 83008, 1635407254, Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK, 500, 1, 102119.86189685, 64.60958295
64, 83087, 83074, 1635409036, Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK, 500, 1, 102619.86189685, 64.60958295
65, 83699, 83686, 1635427231, Mma84KVNJ1GH79uswDCyc5rUijzbrErD15q, 2500, 1, 105119.86189685, 323.04791477
66, 83770, 83757, 1635429497, MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ, 25, 1, 105144.86189685, 3.23047914
67, 83971, 83958, 1635435465, MmMPh1pauGG3k93ZSkgbyEsoM6iEQwowR6o, 1000, 1, 106144.86189685, 129.21916591
68, 84009, 83996, 1635436658, MmMPh1pauGG3k93ZSkgbyEsoM6iEQwowR6o, 999.99, 1, 107144.85189685, 129.21787371
69, 84046, 84033, 1635437444, MmPdHrY5dm1ztqLaFj8Fe2m2PjqR4fF6qg7, 999.99, 1, 108144.84189685, 129.21787371
70, 85538, 85525, 1635483223, Mmf6sxKjvFZnwmjvEFw8D5T1Je1PD5L781y, 500, 1, 108644.84189685, 64.60958295
71, 85581, 85568, 1635484398, MmhfJM7eiW4yCdedhSG3FxZnyMZX8Qus53z, 0.05, 1, 108644.89189685, 0.00646095
72, 85690, 85677, 1635487045, Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK, 500, 1, 109144.89189685, 64.60958295
73, 85693, 85680, 1635487085, MmiLiuSNEfU1zZjhc3Xnhp9uZwdEMXg5KQK, 501, 1, 109645.89189685, 64.73880212
74, 85762, 85749, 1635489776, MmNKboRciPdpfCWRafpAZ6W6u21ST34ZwmN, 300, 1, 109945.89189685, 38.76574977
75, 85764, 85751, 1635489833, MmchK5bsiUcKMjkuiS48fNjEMSFuu4qYhk8, 999, 1, 110944.89189685, 129.08994674
76, 85907, 85894, 1635493990, MmfFwmZMZpaxRGXC7eeND53W7ogybC7Z36A, 270, 1, 111214.89189685, 34.88917479
77, 85949, 85936, 1635495628, MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm, 87, 1, 111301.89189685, 11.24206743
78, 85965, 85952, 1635495924, MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ, 1000, 1, 112301.89189685, 129.21916591
79, 86013, 86000, 1635497298, Mmgcn516E1hHsrAwSF65yoBU8nGHaNnwf7n, 2.9, 1, 112304.79189685, 0.37473558
80, 86129, 86116, 1635500538, Mmbyn3QvdrQZChT2QNbaZQxNFccpToz2inE, 1000, 1, 113304.79189685, 129.21916591
81, 86299, 86286, 1635505608, MmUJsXuKDjoj1CFMffgDA5r7ctopJBexYay, 500, 1, 113804.79189685, 64.60958295
82, 86313, 86300, 1635506165, MmVpCRY8HDq5Jm6sTxGUpP2TSkFDrdWHHcG, 500, 1, 114304.79189685, 64.60958295
83, 86346, 86333, 1635507178, MmgiLn3C2pJoHFvJWsekdrFMY7U8et1psKK, 500, 1, 114804.79189685, 64.60958295
84, 86353, 86340, 1635507370, MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ, 1000, 1, 115804.79189685, 129.21916591
85, 86356, 86343, 1635507413, MmNFLywZ2DbNyyte5mwXEV4EL88yVt9jW3h, 500, 1, 116304.79189685, 64.60958295
86, 86365, 86352, 1635507662, MmXqhp8YxKuqKu88uFZ2F9koB8VQB8PEhWh, 500, 1, 116804.79189685, 64.60958295
87, 86395, 86382, 1635508351, MmVsfChfXVWULSrZUpH5BrZ76uDuQa9Wn5T, 87, 1, 116891.79189685, 11.24206743
88, 86408, 86395, 1635508824, MmTCzei9bE11GR4kZroY8pgXDCSh61VNv1u, 500, 1, 117391.79189685, 64.60958295
89, 86423, 86410, 1635509192, MmSasqB3R1cG3UFQf2vK1z24ueMpQ46gir3, 500, 1, 117891.79189685, 64.60958295
90, 86430, 86417, 1635509419, MmUya7ER51XDK9RxLkNXJWqRCwB5kKbW4nk, 500, 1, 118391.79189685, 64.60958295
91, 87891, 87878, 1635557515, MmdUYVcpbZviqhfmpECjibiahC7D9bhEMpg, 500, 1, 118891.79189685, 64.60958295
92, 88080, 88067, 1635565642, MmfFwmZMZpaxRGXC7eeND53W7ogybC7Z36A, 30, 1, 118921.79189685, 3.87657497
93, 88349, 88336, 1635571853, MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p, 50, 1, 118971.79189685, 6.46095829
94, 88461, 88448, 1635575700, MmdjjVhp5NNfoHmXc9muaywr5FiaswdGfMt, 1000, 1, 119971.79189685, 129.21916591
95, 88496, 88483, 1635576680, Mmc3SKqDmGZqaKLdUYE6S6ufkJsorX4wf6U, 0.008, 1, 119971.79989685, 0.00103375
96, 88593, 88580, 1635579566, MmfJRVdp1ZfhQnV9s1pEnPkeTKP7F41Yzbq, 0.0007, 1, 119971.80059685, 0.00009045
97, 88636, 88623, 1635580864, MmefBoxbSgopsKZgzCfPp7JdbfNki3Kx9Q3, 200, 1, 120171.80059685, 25.84383318
98, 88816, 88803, 1635585649, MmdWkKnHxm8FEmrnqtG2dcmQujBCsYUF55b, 500, 1, 120671.80059685, 64.60958295
99, 88998, 88985, 1635591387, MmTA7j1Jvm9eKpLYXocwKvQsJ9BBp2X8a4j, 1465.75, 1, 122137.55059685, 189.40299243
100, 89141, 89128, 1635593111, MmQKu9HbTos6gD4wR2deErWTXdjR55vM3Sp, 200, 1, 122337.55059685, 25.84383318
101, 89151, 89138, 1635593269, MmXhimpYtVC62sPEHGEipmRct4WUPJab4rK, 200, 1, 122537.55059685, 25.84383318
102, 89234, 89221, 1635595454, MmVxJXWDHgNcu4KexzUmHYKHwm8ZsiR1CcS, 545, 1, 123082.55059685, 70.42444542
103, 89355, 89342, 1635600215, MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ, 500, 1, 123582.55059685, 64.60958295
104, 89361, 89348, 1635600464, MmYZ2kMr3teFLN8JKFrsSPuZN8yyB7brwSB, 1000, 1, 124582.55059685, 129.21916591
105, 89514, 89501, 1635604621, MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm, 48, 1, 124630.55059685, 6.20251996
106, 89645, 89632, 1635608959, MmSSEfiNUjq6rExgFpyTV93gZ93yWedsry9, 500, 1, 125130.55059685, 64.60958295
107, 89670, 89657, 1635609722, MmSSEfiNUjq6rExgFpyTV93gZ93yWedsry9, 499.9, 1, 125630.45059685, 64.59666103
108, 89676, 89663, 1635609957, MmPrxa2koRxwemeaND52zi3bjemR7zZnT5Q, 7199, 1, 132829.45059685, 930.24877538
109, 89784, 89771, 1635613053, MmUmmioxptBBkYgLhBKgPdKJN4ra58FZGQB, 1000, 1, 133829.45059685, 129.21916591
110, 89982, 89969, 1635619293, Mmb5rv26dnunUGMTQSMamnUmsyi38QsE8PS, 100, 1, 133929.45059685, 12.92191659
